prompt,label
Est-ce possible de indiquer les montants rapidement,Valeur
Peux-tu imprimer le fichier brièvement,Autre
Donne-moi indiquer les montants rapidement,Valeur
Donne-moi afficher les éléments visuels sans oublier les points clés,Image
Pourrais-tu expliquer les résultats de façon synthétique,Question
Serait-il possible de fournir les dépenses totales,Valeur
Pourrais-tu présenter l'organisation s'il te plaît,Structure
Donne-moi fournir les dépenses totales,Valeur
Est-ce possible de donner la table des matières,Structure
Serait-il possible de indiquer le plan clairement,Structure
Je voudrais synthétiser le contenu sans oublier les points clés,Résumé
Je souhaite identifier les visuels rapidement,Image
Serait-il possible de afficher les valeurs financières clairement,Valeur
Pourrais-tu partager par mail sans oublier les points clés,Autre
Je souhaite indiquer l'auteur,Question
Merci de extraire les points clés sans oublier les points clés,Résumé
Est-ce que tu peux me faire un résumé,Résumé
Peux-tu présenter l'organisation,Structure
Pourrais-tu répondre à la question sur le projet clairement,Question
Je voudrais donner les chiffres importants brièvement,Valeur
Merci de me dire l'objectif sans oublier les points clés,Question
Est-ce que tu peux afficher les éléments visuels clairement,Image
Serait-il possible de indiquer l'auteur clairement,Question
Pourrais-tu expliquer les résultats,Question
Est-ce que tu peux donner la table des matières sans oublier les points clés,Structure
Est-ce que tu peux me donner le chiffre d'affaires clairement,Valeur
Je souhaite donner un aperçu général rapidement,Résumé
Merci de identifier les visuels en détail,Image
Donne-moi afficher les valeurs financières brièvement,Valeur
Pourrais-tu ouvrir dans word en quelques mots,Autre
Donne-moi fournir les dépenses totales de façon synthétique,Valeur
Est-ce possible de me montrer la structure,Structure
Pourrais-tu expliquer les résultats sans oublier les points clés,Question
Pourrais-tu présenter l'organisation en détail,Structure
Pourrais-tu donner les chiffres importants brièvement,Valeur
Est-ce possible de répondre à la question sur le projet en quelques mots,Question
Merci de indiquer les montants sans oublier les points clés,Valeur
Donne-moi donner un aperçu général s'il te plaît,Résumé
Peux-tu me montrer la structure de façon synthétique,Structure
Je voudrais expliquer les résultats brièvement,Question
Serait-il possible de donner un aperçu général rapidement,Résumé
Serait-il possible de afficher les éléments visuels clairement,Image
Donne-moi fournir les dépenses totales en quelques mots,Valeur
Est-ce possible de donner la date du document brièvement,Question
Donne-moi extraire les points clés clairement,Résumé
J'aimerais bien indiquer les montants s'il te plaît,Valeur
Je souhaite donner la date du document,Question
Est-ce que tu peux synthétiser le contenu rapidement,Résumé
Merci de résumer ce document rapidement,Résumé
J'aimerais bien afficher les éléments visuels rapidement,Image
Est-ce que tu peux afficher les valeurs financières sans oublier les points clés,Valeur
Je souhaite donner la date du document sans oublier les points clés,Question
J'aimerais bien partager par mail de façon synthétique,Autre
Serait-il possible de indiquer les montants de façon synthétique,Valeur
Donne-moi donner la table des matières brièvement,Structure
Serait-il possible de convertir ce fichier rapidement,Autre
Peux-tu répondre à la question sur le projet en quelques mots,Question
Donne-moi répondre à la question sur le projet s'il te plaît,Question
Je souhaite me faire un résumé avec précision,Résumé
Serait-il possible de afficher les éléments visuels s'il te plaît,Image
Merci de me faire un résumé,Résumé
Peux-tu me dire qui est le responsable en détail,Question
Est-ce possible de donner les chiffres importants sans oublier les points clés,Valeur
J'aimerais bien me faire un résumé en quelques mots,Résumé
Est-ce possible de présenter l'organisation sans oublier les points clés,Structure
Je voudrais montrer le budget rapidement,Valeur
Est-ce que tu peux extraire les figures s'il te plaît,Image
Peux-tu donner les chiffres importants,Valeur
Donne-moi donner la date du document clairement,Question
Pourrais-tu donner la table des matières sans oublier les points clés,Structure
Je voudrais ouvrir dans word en quelques mots,Autre
Est-ce possible de identifier les visuels en quelques mots,Image
Donne-moi convertir ce fichier en quelques mots,Autre
Peux-tu traduire le texte rapidement,Autre
J'aimerais bien me donner le chiffre d'affaires rapidement,Valeur
Est-ce que tu peux partager par mail clairement,Autre
Pourrais-tu afficher les éléments visuels en détail,Image
Merci de télécharger le document,Autre
Est-ce que tu peux donner la date du document clairement,Question
Donne-moi récapituler le document en détail,Résumé
Peux-tu me dire qui est le responsable en détail,Question
Merci de afficher les valeurs financières en détail,Valeur
Est-ce que tu peux traduire le texte en détail,Autre
Je voudrais me donner le chiffre d'affaires avec précision,Valeur
Serait-il possible de afficher les éléments visuels brièvement,Image
Est-ce possible de télécharger le document en détail,Autre
Donne-moi donner la table des matières s'il te plaît,Structure
Peux-tu expliquer la structure du document s'il te plaît,Structure
Je voudrais extraire les points clés en quelques mots,Résumé
Est-ce que tu peux ouvrir dans word en quelques mots,Autre
J'aimerais bien donner un aperçu général en quelques mots,Résumé
Serait-il possible de me donner le chiffre d'affaires clairement,Valeur
Je voudrais présenter l'organisation rapidement,Structure
Pourrais-tu indiquer le plan de façon synthétique,Structure
Peux-tu afficher les valeurs financières avec précision,Valeur
Merci de récapituler le document en détail,Résumé
Est-ce possible de me dire l'objectif rapidement,Question
Je souhaite afficher les éléments visuels en détail,Image
Serait-il possible de me montrer les images rapidement,Image
Je souhaite donner un aperçu général en détail,Résumé
Merci de extraire les figures brièvement,Image
Est-ce possible de ouvrir dans word en détail,Autre
Je souhaite partager par mail s'il te plaît,Autre
Je voudrais présenter l'organisation rapidement,Structure
Peux-tu me montrer les images en quelques mots,Image
Pourrais-tu extraire les points clés clairement,Résumé
Peux-tu indiquer l'auteur avec précision,Question
Est-ce que tu peux indiquer le plan s'il te plaît,Structure
Est-ce que tu peux donner la table des matières en quelques mots,Structure
Peux-tu donner les descriptions d'image s'il te plaît,Image
Donne-moi donner la date du document,Question
Je souhaite expliquer la structure du document de façon synthétique,Structure
Merci de me montrer la structure rapidement,Structure
J'aimerais bien me faire un résumé,Résumé
Peux-tu me dire qui est le responsable avec précision,Question
Donne-moi me dire l'objectif,Question
Merci de me donner le chiffre d'affaires brièvement,Valeur
Je voudrais donner les descriptions d'image clairement,Image
J'aimerais bien me montrer les images en détail,Image
Est-ce que tu peux ouvrir dans word en quelques mots,Autre
Donne-moi présenter l'organisation de façon synthétique,Structure
Je voudrais donner les chiffres importants,Valeur
Est-ce que tu peux partager par mail,Autre
Donne-moi résumer ce document brièvement,Résumé
Je souhaite indiquer l'auteur clairement,Question
Serait-il possible de me dire l'objectif en détail,Question
Donne-moi me dire qui est le responsable clairement,Question
Pourrais-tu expliquer les résultats rapidement,Question
Est-ce possible de ouvrir dans word rapidement,Autre
Je souhaite imprimer le fichier,Autre
Merci de me montrer la structure de façon synthétique,Structure
Serait-il possible de indiquer l'auteur rapidement,Question
Est-ce possible de extraire les points clés s'il te plaît,Résumé
Merci de me montrer les images,Image
Je souhaite lister les sections brièvement,Structure
Merci de afficher les valeurs financières de façon synthétique,Valeur
Serait-il possible de me donner le chiffre d'affaires rapidement,Valeur
Peux-tu fournir les dépenses totales brièvement,Valeur
Est-ce que tu peux télécharger le document de façon synthétique,Autre
Pourrais-tu extraire les figures en quelques mots,Image
Serait-il possible de me montrer les images sans oublier les points clés,Image
Merci de synthétiser le contenu avec précision,Résumé
Pourrais-tu donner la table des matières clairement,Structure
Je voudrais me montrer les images en détail,Image
Pourrais-tu me faire un résumé brièvement,Résumé
Merci de indiquer les montants s'il te plaît,Valeur
Pourrais-tu répondre à la question sur le projet de façon synthétique,Question
Est-ce possible de lister les graphiques avec précision,Image
Serait-il possible de indiquer les montants de façon synthétique,Valeur
Je voudrais ouvrir dans word brièvement,Autre
Est-ce que tu peux montrer le budget s'il te plaît,Valeur
Serait-il possible de me montrer les images avec précision,Image
Merci de me dire qui est le responsable en détail,Question
J'aimerais bien me donner le chiffre d'affaires,Valeur
Merci de extraire les points clés en détail,Résumé
J'aimerais bien fournir les dépenses totales s'il te plaît,Valeur
Je souhaite récapituler le document avec précision,Résumé
Donne-moi me donner le chiffre d'affaires en quelques mots,Valeur
Serait-il possible de traduire le texte s'il te plaît,Autre
Merci de indiquer les montants s'il te plaît,Valeur
Peux-tu donner un aperçu général sans oublier les points clés,Résumé
Est-ce que tu peux répondre à la question sur le projet s'il te plaît,Question
Est-ce possible de convertir ce fichier avec précision,Autre
Peux-tu indiquer les montants sans oublier les points clés,Valeur
Serait-il possible de télécharger le document clairement,Autre
